"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2020년 01월 05일","0.5901","0.5881","0.5941","0.5596","13.46K","0.34%"
"2020년 01월 04일","0.5881","0.5833","0.5895","0.5505","12.27K","0.83%"
"2020년 01월 03일","0.5833","0.5519","0.5939","0.5491","10.48K","5.70%"
"2020년 01월 02일","0.5519","0.5694","0.5783","0.5478","13.66K","-3.08%"
"2020년 01월 01일","0.5694","0.5973","0.5982","0.5694","11.66K","-4.67%"
"2019년 12월 31일","0.5973","0.6064","0.6117","0.5703","11.58K","-1.50%"
"2019년 12월 30일","0.6064","0.5934","0.6162","0.5770","11.79K","2.19%"
"2019년 12월 29일","0.5934","0.5953","0.6033","0.5724","8.34K","-0.32%"
"2019년 12월 28일","0.5953","0.5913","0.6226","0.5732","14.54K","0.68%"
"2019년 12월 27일","0.5913","0.5895","0.6105","0.5805","9.31K","0.30%"
"2019년 12월 26일","0.5895","0.5822","0.6133","0.5645","12.82K","1.26%"
"2019년 12월 25일","0.5822","0.5799","0.6057","0.5634","11.44K","0.40%"
"2019년 12월 24일","0.5799","0.6110","0.6144","0.5582","12.09K","-5.10%"
"2019년 12월 23일","0.6110","0.5609","0.6170","0.5501","12.05K","8.99%"
"2019년 12월 22일","0.5606","0.5341","0.5642","0.5159","11.33K","4.96%"
"2019년 12월 21일","0.5341","0.5365","0.5515","0.5231","10.69K","-0.44%"
"2019년 12월 20일","0.5365","0.5363","0.5584","0.5078","10.93K","0.03%"
"2019년 12월 19일","0.5363","0.5674","0.5711","0.5007","11.83K","-5.48%"
"2019년 12월 18일","0.5674","0.4834","0.5709","0.4783","12.64K","17.39%"
"2019년 12월 17일","0.4834","0.5780","0.5780","0.4746","11.45K","-16.38%"
"2019년 12월 16일","0.5780","0.5826","0.6173","0.5752","11.55K","-0.79%"
"2019년 12월 15일","0.5826","0.6092","0.6327","0.5782","12.59K","-4.36%"
"2019년 12월 14일","0.6092","0.6379","0.6588","0.6020","9.46K","-4.49%"
"2019년 12월 13일","0.6379","0.6602","0.6716","0.6337","11.87K","-3.38%"
"2019년 12월 12일","0.6602","0.6673","0.6882","0.6544","9.92K","-1.07%"
"2019년 12월 11일","0.6673","0.6619","0.6782","0.6533","11.80K","0.82%"
"2019년 12월 10일","0.6619","0.6971","0.7017","0.6533","11.49K","-5.05%"
"2019년 12월 09일","0.6971","0.7003","0.7081","0.6750","11.14K","2.23%"
"2019년 12월 08일","0.6819","0.7018","0.7115","0.6764","12.92K","-2.84%"
"2019년 12월 07일","0.7018","0.6658","0.7150","0.6658","9.82K","5.40%"
"2019년 12월 06일","0.6658","0.6824","0.7327","0.6618","11.15K","-2.43%"
"2019년 12월 05일","0.6824","0.6742","0.6973","0.6542","12.57K","1.21%"
"2019년 12월 04일","0.6742","0.6723","0.6882","0.6553","10.23K","0.29%"
"2019년 12월 03일","0.6723","0.6723","0.6790","0.6568","11.38K","0.00%"
"2019년 12월 02일","0.6723","0.6871","0.7097","0.6529","11.21K","-2.16%"
"2019년 12월 01일","0.6871","0.6794","0.7222","0.6689","11.82K","1.12%"
"2019년 11월 30일","0.6794","0.7158","0.7399","0.6360","14.08K","-5.08%"
"2019년 11월 29일","0.7158","0.6826","0.7170","0.6699","12.78K","4.86%"
"2019년 11월 28일","0.6826","0.7086","0.7173","0.6768","11.62K","-3.67%"
"2019년 11월 27일","0.7086","0.6653","0.7086","0.6607","10.13K","6.51%"
"2019년 11월 26일","0.6653","0.6924","0.7088","0.6549","11.35K","-3.91%"
"2019년 11월 25일","0.6924","0.6847","0.7126","0.6262","13.84K","1.12%"
